source_id,series_part,chapter,baker_note_number,source_type,evidence_level,acquisition_priority,author_or_creator,title_or_description,publication_or_archive,date,document_identifier,archive_collection_box_folder,pages_cited,baker_claim_or_use,underlying_source_to_find,entities,citation_count,unique_claim_count,primary_document_needed,original_interview_needed,archive_request_may_be_needed,possible_online_document,needs_independent_corroboration,citation_incomplete,citation_ambiguous,reason_for_priority,raw_citation
BKR-0124,PART_2,10;11,10:2;11:77,SECONDARY_BOOK,B,2,H. R. Haldeman,The Haldeman Diaries: Inside the Nixon White House,"New York: G. P. Putnam’s Sons, 1994",1994,,,31; 472,"Baker cites this in support of the surrounding discussion: Ordered me to assemble a political group and really hit them to start defending us, including Buchanan .. . [and political specialist Harry] Dent. | Baker cites this source in chapter 11 in connection with The Haldeman Diaries: Inside the Nixon White House; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Arlington House; G. P. Putnam’s Sons; Give Us This Day; H. R. Haldeman; H.R. Haldeman; Howard Hunt; Inside the Nixon White House; New Rochelle,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 2: H. R. Haldeman, The Haldeman Diaries: Inside the Nixon White House (New York: G. P. Putnam’s Sons, 1994), p. 31. Howard Hunt, Give Us This Day (New Rochelle, NY: Arlington House, 1973), p. 40. es || Ch. 11, note 77: H.R. Haldeman, The Haldeman Diaries: Inside the Nixon White House (New York: G. P. Putnam’s Sons, 1994), p. 472."
BKR-0125,PART_2,10,10:6,PRIMARY_LEGAL,A,2,,"Deposition of Richard Helms, in Hunt v. Weberman.",,,,,,"Baker cites this source in chapter 10 in connection with Deposition of Richard Helms, in Hunt v. Weberman.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Deposition of Richard Helms,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 6: Deposition of Richard Helms, in Hunt v. Weberman."
BKR-0126,PART_2,10,10:8,PRIMARY_CONTEMPORARY_NEWS,B,2,Carl Freund,"Nixon Predicts JFK May Drop Johnson,",Dallas Morning News,"November 22, 1963",JFK May Drop Johnson,,,"Baker cites this source in chapter 10 in connection with Nixon Predicts JFK May Drop Johnson,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Carl Freund; Dallas Morning News; Nixon Predicts JFK May Drop Johnson,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 8: Carl Freund, “Nixon Predicts JFK May Drop Johnson,” Dallas Morning News (early edition), November 22, 1963."
BKR-0127,PART_2,10,10:9,SECONDARY_BOOK,B,2,Stephen Ambrose,"Nixon: The Triumph of a Politician, 1962-1972","New York: Simon & Schuster, 1989",1962,,,32,"Baker cites this source in chapter 10 in connection with Nixon: The Triumph of a Politician, 1962-1972; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Simon & Schuster; Stephen Ambrose,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 9: Stephen Ambrose, Nixon: The Triumph of a Politician, 1962-1972 (New York: Simon & Schuster, 1989), p. 32."
BKR-0128,PART_2,10,10:12,ARCHIVAL_COLLECTION,A,2,,"“Nixon to Robert Humphreys, 11/7/63,” Nixon vice presidential papers (Laguna Niguel, California),quoted in Ambrose, Nixon, 1962—72, p.",,1962,,,31,"Baker cites this source in chapter 10 in connection with “Nixon to Robert Humphreys, 11/7/63,” Nixon vice presidential papers (Laguna Niguel, California),quoted in Ambrose, Nixon, 1962—72, p.; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.",,Laguna Niguel; Robert Humphreys,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 12: “Nixon to Robert Humphreys, 11/7/63,” Nixon vice presidential papers (Laguna Niguel, California),quoted in Ambrose, Nixon, 1962—72, p. 31."
BKR-0129,PART_2,10,10:17,PRIMARY_CONTEMPORARY_NEWS,B,2,,FBI JFK Assassination File 62-109060,Nation,,FBI JFK Assassination File 62-109060; File 62-109060,Mary Ferrell Foundation; FBI,,Baker cites this source in chapter 10 in connection with FBI JFK Assassination File 62-109060; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original FBI/File referenced or described by this secondary source, with complete provenance",FBI; FBI JFK Assassination File; Mary Ferrell Foundation,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 17: FBI JFK Assassination File 62-109060. Available through the Mary Ferrell Foundation."
BKR-0130,PART_2,10,10:19,SECONDARY_BOOK,B,2,Robert Dallek,Partners in Power: Nixon and Kissinger,"New York: HarperCollins, 2007",2007,,,434,Baker cites this source in chapter 10 in connection with Partners in Power: Nixon and Kissinger; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Nixon and Kissinger; Robert Dallek,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 19: Robert Dallek, Partners in Power: Nixon and Kissinger (New York: HarperCollins, 2007), p. 434."
BKR-0131,PART_2,10,10:25,PRIMARY_LEGAL,A,2,,secrecy were ultimately defeated,,1972,,,viii,Baker cites this source in chapter 10 in connection with secrecy were ultimately defeated; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,Among the; Campaign Money; Common Cause’s; Herbert Alexander; Re-elect the President; Watergate,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 25: Such efforts in secrecy were ultimately defeated. By 1972, Common Cause’s lawsuit against the Committee to Re-elect the President (CREEP) bore substantial results: through the discovery pro cess, its lawyers were able to identify the major donors to townhouse. “Among the gifts disclosed,” wrote Herbert Alexander in Campaign Money, “were funds that financed some of the most unsavory episodes of Watergate.” Ibid., p. viii."
BKR-0132,PART_2,10;11,10:27;11:32,PRIMARY_CONTEMPORARY_NEWS,B,2,Jeff Gerth with Robert Pear,"Files Detail Aid to Bush by Nixon White House,",New York Times,"June 11, 1992",,,,"Baker cites this source in chapter 10 in connection with Files Detail Aid to Bush by Nixon White House,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 11 in connection with Files Detail Aid to Bush by Nixon White House,; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original Files referenced or described by this secondary source, with complete provenance",Files Detail Aid; Jeff Gerth; Nixon White House; Robert Pear,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 27: Jeff Gerth with Robert Pear, “Files Detail Aid to Bush by Nixon White House,” New York Times, June 11, 1992. || Ch. 11, note 32: Jeff Gerth with Robert Pear, “Files Detail Aid to Bush by Nixon White House,” New York Times, June 11, 1992."
BKR-0133,PART_2,10;11,10:28;11:63,PRIMARY_CONTEMPORARY_NEWS,B,2,,"cial Prosecutor, to Leon Jaworski, Special Prosecutor,August 19, 1974",Nation,"August 19, 1974",,National Archives,,"Baker cites this source in chapter 10 in connection with cial Prosecutor, to Leon Jaworski, Special Prosecutor,August 19, 1974; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 11 in connection with cial Prosecutor, to Leon Jaworski, Special Prosecutor,August 19, 1974; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.","Original Memorandum referenced or described by this secondary source, with complete provenance",Assistant Special Prosecutor; Charles Ruff; Leon Jaworski; National Archives; National Archives and Rec; Special Prosecutor,2,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 28: Memorandum from Charles Ruff, Assistant Special Prosecutor, to Leon Jaworski, Special Prosecutor,August 19, 1974. National Archives and Rec ords Administration. || Ch. 11, note 63: Memorandum from Charles Ruff, Assistant Special Prosecutor, to Leon Jaworski, Special Prosecutor, August 19, 1974. National Archives."
BKR-0134,PART_2,10,10:31,PRIMARY_CONTEMPORARY_NEWS,B,2,Herbert Kalmbach,Interview with Herbert Kalmbach,Nation,"October 11, 1973, townhouse files, National Archives and Rec ords Administration",,National Archives,,Baker cites this source in chapter 10 in connection with Interview with Herbert Kalmbach; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original files/interview referenced or described by this secondary source, with complete provenance",Department of Justice; Herbert Kalmbach; John Dean; Lafayette Park; National Archives; National Archives and Rec; White House,1,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 31: When I called Kalmbach in 2008, he declined to discuss the subject, citing his age— eighty-seven—and attorney-client privilege, “and all that.” He told prosecutors that he sat in on Townhouse planning meetings and solicited funds from large contributors (though these were to go to the campaign in general, he stated, rather than to specific candidates), and insisted that he never gave cash to any specific candidates. (Department of Justice interview with Herbert Kalmbach, October 11, 1973, townhouse files, National Archives and Rec ords Administration.) On June 29, 1972, White House counsel John Dean met with Kalmbach on a bench in Lafayette Park across from the White House. “We would like you to raise funds for the burglars,” Dean told Kalmbach, whereupon Nixon’s attorney, believing the president was in full approval, agreed."
BKR-0135,PART_2,10,10:35,PRIMARY_CONTEMPORARY_NEWS,B,2,the author Dick Russell,Interview with the author Dick Russell,Time,"August 20, 1978",JFK Died; CIA memo; reportedly,CIA,,Baker cites this source in chapter 10 in connection with Interview with the author Dick Russell; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,"Original CIA/interview/memo referenced or described by this secondary source, with complete provenance",Army-Navy Club; CIA; Dallas the Day JFK Died; Dick Russell; E. Howard Hunt; E. Howard Hunt’s; House Assassinations Committee; House Committee’s; Howard Hunt; James Angleton and; Joseph J. Trento and Jacquie Powers; Richard Helms; Sunday News Journal; Was Howard Hunt; What I’m,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 35: Joseph J. Trento and Jacquie Powers, ““Was Howard Hunt in Dallas the Day JFK Died?” Wilmington (Del.) Sunday News Journal, August 20, 1978. The article described a secret 1966 CIA memo, initialed by both counterintelligence chief James Angleton and director Richard Helms, that cited E. Howard Hunt’s presence in Dallas on November 22, 1963. The memo reportedly noted that a cover story providing him with an alibi for being somewhere else “ought to be considered.” Trento had learned about the memo directly from Angleton. “In 1978, Angleton called and asked me to come down for lunch at the Army-Navy Club,” Trento recalled in an interview with the author Dick Russell. “He said he wanted to talk to me about something. This was as the House Committee’s investigation was winding up, and he told me a number of things concerning the Kennedy assassination and its aftermath. Then he explained some very complicated counter intelligence operations. ‘Did you know Howard Hunt was in Dallas on the day of the assassination? .. . What I’m trying to tell you is, some very odd things were going on that were out of our control.’ Then he added the possibility that Hunt was there on orders from a high-level KGB mole inside the agency—and that this should have been looked into at the time.” Trento said Angleton also informed the House Assassinations Committee. “I later came to conclude that the mole-sent-Hunt idea was, to use his phrase, disinformation; that Angleton was trying to protect his own connections to Hunt’s being in Dallas.”"
BKR-0136,PART_2,10,10:36,PRIMARY_CONTEMPORARY_NEWS,B,2,,House Select Committee on Assassinations,Nation,,,,,Baker cites this source in chapter 10 in connection with House Select Committee on Assassinations; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,House Select Committee; House Select Committee on Assassinations,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 36: Various sources, including: the House Select Committee on Assassinations"
BKR-0137,PART_2,10;11,10:36;11:23,SECONDARY_BOOK,B,2,James Rosen,The Strong Man: John Mitchell and the Secrets of Watergate,"New York: Doubleday, 2008",2008,,,258-75,Baker cites this source in chapter 10 in connection with The Strong Man: John Mitchell and the Secrets of Watergate; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping. | Baker cites this source in chapter 11 in connection with The Strong Man: John Mitchell and the Secrets of Watergate; the OCR text does not preserve a reliable body-note marker for a more precise claim mapping.,,James Rosen; John Mitchell and the Secrets of; Watergate,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Important primary evidence or strongly relevant secondary/archival material worth early acquisition.,"Ch. 10, note 36: and James Rosen, The Strong Man: John Mitchell and the Secrets of Watergate (New York: Doubleday, 2008). || Ch. 11, note 23: See also James Rosen, The Strong Man: John Mitchell and the Secrets of Watergate (New York: Doubleday, 2008), pp. 258-75."
